gene,cell_type,KW_p,KW_FDR,effect_size,effect_size_class,disease_1,disease_2,mw_stat,mw_p,n1,n2,mw_FDR
WAS,CD8T,1.5118151618081555e-207,2.91977519510949e-206,0.4229162,medium,UC_inflamed,UC_non_inflamed,45996609.5,1.1889468792074193e-101,11609,6890,3.814340535783962e-100
WAS,CD8T,1.5118151618081555e-207,2.91977519510949e-206,0.4229162,medium,UC_inflamed,CD_inflamed,9692159.0,3.675723783856217e-37,11609,1979,3.3257040190451895e-36
WAS,CD8T,1.5118151618081555e-207,2.91977519510949e-206,0.4229162,medium,UC_inflamed,Colitis_inflamed,68081585.5,1.0307898558146118e-09,11609,12212,3.584107825876403e-09
WAS,CD8T,1.5118151618081555e-207,2.91977519510949e-206,0.4229162,medium,Healthy,UC_inflamed,143713688.0,4.377775454623755e-09,23962,11609,1.4692021692238806e-08
MAT2A,CD8T,2.8131225092682616e-206,5.3928009434764085e-205,0.32191989,medium,UC_inflamed,UC_non_inflamed,46726587.0,4.515387353753415e-177,11609,6890,3.5752366436675883e-175
MAT2A,CD8T,2.8131225092682616e-206,5.3928009434764085e-205,0.32191989,medium,Healthy,UC_inflamed,133094894.0,1.24717398306797e-19,23962,11609,6.6315824740193e-19
MAT2A,CD8T,2.8131225092682616e-206,5.3928009434764085e-205,0.32191989,medium,UC_inflamed,Colitis_inflamed,73919241.5,6.1668573915613276e-15,11609,12212,2.7370676925286667e-14
MAT2A,CD8T,2.8131225092682616e-206,5.3928009434764085e-205,0.32191989,medium,UC_inflamed,CD_inflamed,10688165.0,1.5286274970641946e-10,11609,1979,5.553974155172776e-10
MYL6,CD8T,5.21720684547937e-206,9.976865292333056e-205,0.4197497999999999,medium,Healthy,UC_inflamed,154564058.5,3.283695591200549e-65,23962,11609,5.629541994494874e-64
MYL6,CD8T,5.21720684547937e-206,9.976865292333056e-205,0.4197497999999999,medium,UC_inflamed,UC_non_inflamed,44942835.0,2.585953596793113e-45,11609,6890,2.869223746217918e-44
MYL6,CD8T,5.21720684547937e-206,9.976865292333056e-205,0.4197497999999999,medium,UC_inflamed,CD_inflamed,10346628.0,1.4493656913020798e-12,11609,1979,5.8093664655102034e-12
MYL6,CD8T,5.21720684547937e-206,9.976865292333056e-205,0.4197497999999999,medium,UC_inflamed,Colitis_inflamed,67394476.5,4.557359540606487e-11,11609,12212,1.6991451847733002e-10
OASL,CD8T,3.739506972039145e-205,7.116048334674736e-204,0.290253564,medium,UC_inflamed,UC_non_inflamed,43686537.5,1.0650765194918485e-96,11609,6890,3.1688633560717186e-95
OASL,CD8T,3.739506972039145e-205,7.116048334674736e-204,0.290253564,medium,UC_inflamed,Colitis_inflamed,75910655.0,9.464706228377622e-80,11609,12212,2.1123765771621615e-78
OASL,CD8T,3.739506972039145e-205,7.116048334674736e-204,0.290253564,medium,Healthy,UC_inflamed,134305572.0,4.53796931741883e-23,23962,11609,2.717079182728465e-22
OASL,CD8T,3.739506972039145e-205,7.116048334674736e-204,0.290253564,medium,UC_inflamed,CD_inflamed,10573329.0,5.1443863888337926e-21,11609,1979,2.868977865231949e-20
RALY,CD8T,4.531351326879592e-205,8.612337295720906e-204,0.38435837,medium,UC_inflamed,Colitis_inflamed,63081897.0,1.7975581190314524e-63,11609,12212,2.976830180668539e-62
RALY,CD8T,4.531351326879592e-205,8.612337295720906e-204,0.38435837,medium,UC_inflamed,CD_inflamed,9295887.0,9.661758996696372e-56,11609,1979,1.3643369455659367e-54
RALY,CD8T,4.531351326879592e-205,8.612337295720906e-204,0.38435837,medium,UC_inflamed,UC_non_inflamed,43851509.5,5.083429041166629e-43,11609,6890,5.331376967178208e-42
RALY,CD8T,4.531351326879592e-205,8.612337295720906e-204,0.38435837,medium,Healthy,UC_inflamed,145792381.0,1.0344939942020873e-17,23962,11609,5.1192274624749156e-17
RSRC2,CD8T,2.2837786155960157e-203,4.298535851897247e-202,0.4630018,medium,UC_inflamed,UC_non_inflamed,47139617.5,5.902495231839998e-136,11609,6890,2.991179537721308e-134
RSRC2,CD8T,2.2837786155960157e-203,4.298535851897247e-202,0.4630018,medium,Healthy,UC_inflamed,130158216.0,6.961792825171497e-31,23962,11609,5.3071889354059895e-30
RSRC2,CD8T,2.2837786155960157e-203,4.298535851897247e-202,0.4630018,medium,UC_inflamed,Colitis_inflamed,75687999.0,3.4620795974415355e-26,11609,12212,2.2990595380503023e-25
RSRC2,CD8T,2.2837786155960157e-203,4.298535851897247e-202,0.4630018,medium,UC_inflamed,CD_inflamed,10032879.0,4.756820449154579e-24,11609,1979,2.945238296629676e-23
LY9,CD8T,1.5363040590487954e-202,2.881172401210088e-201,0.3167642499999999,medium,UC_inflamed,UC_non_inflamed,43853619.5,2.6023951557836665e-69,11609,6890,4.823521001714346e-68
LY9,CD8T,1.5363040590487954e-202,2.881172401210088e-201,0.3167642499999999,medium,UC_inflamed,CD_inflamed,9718407.5,1.4073548570399928e-52,11609,1979,1.8566063214801015e-51
LY9,CD8T,1.5363040590487954e-202,2.881172401210088e-201,0.3167642499999999,medium,Healthy,UC_inflamed,146551795.5,2.649071266884245e-29,23962,11609,1.930640454030716e-28
LY9,CD8T,1.5363040590487954e-202,2.881172401210088e-201,0.3167642499999999,medium,UC_inflamed,Colitis_inflamed,67578426.0,3.3353704479756153e-18,11609,12212,1.6825202363167098e-17
PIM2,CD8T,1.415367996021292e-201,2.641623797616209e-200,0.3218357,medium,Healthy,UC_inflamed,123138393.0,7.543331726137382e-114,23962,11609,2.8904439079096488e-112
PIM2,CD8T,1.415367996021292e-201,2.641623797616209e-200,0.3218357,medium,UC_inflamed,UC_non_inflamed,45508308.0,1.841142271064352e-88,11609,6890,4.79256445377265e-87
PIM2,CD8T,1.415367996021292e-201,2.641623797616209e-200,0.3218357,medium,UC_inflamed,Colitis_inflamed,74857676.0,4.739843041751361e-20,11609,12212,2.558492163406813e-19
PIM2,CD8T,1.415367996021292e-201,2.641623797616209e-200,0.3218357,medium,UC_inflamed,CD_inflamed,10606846.5,1.3580832866957402e-10,11609,1979,4.94482079314408e-10
CYFIP2,CD8T,1.3052773194645942e-200,2.4303169443971317e-199,0.3393182,medium,UC_inflamed,UC_non_inflamed,45780506.5,1.6326194744728422e-112,11609,6890,6.117574833965826e-111
CYFIP2,CD8T,1.3052773194645942e-200,2.4303169443971317e-199,0.3393182,medium,UC_inflamed,CD_inflamed,10141606.5,1.5158895326268781e-24,11609,1979,9.547300036352066e-24
CYFIP2,CD8T,1.3052773194645942e-200,2.4303169443971317e-199,0.3393182,medium,UC_inflamed,Colitis_inflamed,68377793.0,5.310789789554369e-09,11609,12212,1.7746710148516054e-08
CYFIP2,CD8T,1.3052773194645942e-200,2.4303169443971317e-199,0.3393182,medium,Healthy,UC_inflamed,142920981.0,1.9289166353911434e-07,23962,11609,5.87332723530484e-07
AZIN1,CD8T,2.618152530245966e-200,4.868949448293545e-199,0.31452188,medium,UC_inflamed,UC_non_inflamed,45473044.0,3.9173850448017385e-134,11609,6890,1.9400210992168508e-132
AZIN1,CD8T,2.618152530245966e-200,4.868949448293545e-199,0.31452188,medium,UC_inflamed,CD_inflamed,10210106.5,5.517070346132033e-27,11609,1979,3.754591925816877e-26
AZIN1,CD8T,2.618152530245966e-200,4.868949448293545e-199,0.31452188,medium,UC_inflamed,Colitis_inflamed,74418019.0,6.669494754256469e-23,11609,12212,3.969996045878933e-22
AZIN1,CD8T,2.618152530245966e-200,4.868949448293545e-199,0.31452188,medium,Healthy,UC_inflamed,134162700.0,1.755838769704741e-15,23962,11609,7.96377813058884e-15
TMA7,CD8T,6.533717096645207e-200,1.2121682541950244e-198,0.4139925,medium,UC_inflamed,CD_inflamed,14330990.5,6.226125719014132e-70,11609,1979,1.1659506361014255e-68
TMA7,CD8T,6.533717096645207e-200,1.2121682541950244e-198,0.4139925,medium,Healthy,UC_inflamed,148194889.5,9.246544190896976e-24,23962,11609,5.668440264717588e-23
TMA7,CD8T,6.533717096645207e-200,1.2121682541950244e-198,0.4139925,medium,UC_inflamed,UC_non_inflamed,36548419.0,7.842728545777361e-23,11609,6890,4.654425442375517e-22
TMA7,CD8T,6.533717096645207e-200,1.2121682541950244e-198,0.4139925,medium,UC_inflamed,Colitis_inflamed,75692485.5,9.544973255843956e-20,11609,12212,5.096502957635651e-19
RAB11B,CD8T,2.068750499263627e-198,3.8062560961007823e-197,0.3144969199999999,medium,UC_inflamed,CD_inflamed,9226107.5,1.138502344042638e-79,11609,1979,2.537796574506116e-78
RAB11B,CD8T,2.068750499263627e-198,3.8062560961007823e-197,0.3144969199999999,medium,UC_inflamed,Colitis_inflamed,64660273.5,1.730972554096332e-54,11609,12212,2.3771904991661486e-53
RAB11B,CD8T,2.068750499263627e-198,3.8062560961007823e-197,0.3144969199999999,medium,Healthy,UC_inflamed,147829764.0,1.634038578341101e-37,23962,11609,1.4910868210200822e-36
RAB11B,CD8T,2.068750499263627e-198,3.8062560961007823e-197,0.3144969199999999,medium,UC_inflamed,UC_non_inflamed,42658795.0,1.0809541355624068e-30,11609,6890,8.193903018559993e-30
CEBPD,CD8T,1.6752025970924593e-197,3.0640440914113493e-196,0.399019,medium,UC_inflamed,CD_inflamed,9064662.5,3.3211614593610296e-204,11609,1979,3.3960193843180563e-202
CEBPD,CD8T,1.6752025970924593e-197,3.0640440914113493e-196,0.399019,medium,Healthy,UC_inflamed,144038426.5,1.7981204909109113e-30,23962,11609,1.3548577948030422e-29
CEBPD,CD8T,1.6752025970924593e-197,3.0640440914113493e-196,0.399019,medium,UC_inflamed,UC_non_inflamed,38704535.0,8.00438608122394e-17,11609,6890,3.82774030043683e-16
CEBPD,CD8T,1.6752025970924593e-197,3.0640440914113493e-196,0.399019,medium,UC_inflamed,Colitis_inflamed,68914020.5,1.0997118745201548e-16,11609,12212,5.229996379384329e-16
MTHFD2,CD8T,8.027591642214351e-196,1.4546033480362065e-194,0.2895441199999999,medium,UC_inflamed,UC_non_inflamed,45660826.5,1.2523528684013136e-143,11609,6890,6.935743791472887e-142
MTHFD2,CD8T,8.027591642214351e-196,1.4546033480362065e-194,0.2895441199999999,medium,Healthy,UC_inflamed,131308854.5,4.2305409464916494e-38,23962,11609,3.913882234791361e-37
MTHFD2,CD8T,8.027591642214351e-196,1.4546033480362065e-194,0.2895441199999999,medium,UC_inflamed,Colitis_inflamed,74427233.5,8.509391384934357e-23,11609,12212,5.04449325484477e-22
MTHFD2,CD8T,8.027591642214351e-196,1.4546033480362065e-194,0.2895441199999999,medium,UC_inflamed,CD_inflamed,10559710.0,4.0014854158708885e-15,11609,1979,1.789115008956154e-14
SPOCK2,CD8T,1.1147109547530272e-192,1.9942935803849613e-191,0.52166407,high,UC_inflamed,UC_non_inflamed,47051649.5,6.265598412375242e-119,11609,6890,2.58273515309197e-117
SPOCK2,CD8T,1.1147109547530272e-192,1.9942935803849613e-191,0.52166407,high,Healthy,UC_inflamed,124502008.5,5.231328971434836e-75,23962,11609,1.073528963875612e-73
SPOCK2,CD8T,1.1147109547530272e-192,1.9942935803849613e-191,0.52166407,high,UC_inflamed,Colitis_inflamed,75172908.0,1.6386888516358713e-19,11609,12212,8.6727190126834405e-19
SPOCK2,CD8T,1.1147109547530272e-192,1.9942935803849613e-191,0.52166407,high,UC_inflamed,CD_inflamed,10360692.5,2.080730827086215e-14,11609,1979,9.030200212946589e-14
COPA,CD8T,7.266453709001426e-192,1.286691979656551e-190,0.29684836,medium,UC_inflamed,UC_non_inflamed,45653437.5,3.852683918144322e-148,11609,6890,2.239172663360314e-146
COPA,CD8T,7.266453709001426e-192,1.286691979656551e-190,0.29684836,medium,UC_inflamed,CD_inflamed,10414003.0,5.0323177299645594e-20,11609,1979,2.713636812464984e-19
COPA,CD8T,7.266453709001426e-192,1.286691979656551e-190,0.29684836,medium,UC_inflamed,Colitis_inflamed,73407297.5,2.4919430728482667e-12,11609,12212,9.890271375676803e-12
COPA,CD8T,7.266453709001426e-192,1.286691979656551e-190,0.29684836,medium,Healthy,UC_inflamed,134794447.5,2.819863527651893e-12,23962,11609,1.1161223454209671e-11
HM13,CD8T,7.484649847708136e-192,1.3223164907081638e-190,0.29992192,medium,UC_inflamed,UC_non_inflamed,44595720.0,4.226443855188573e-88,11609,6890,1.0932682025026016e-86
HM13,CD8T,7.484649847708136e-192,1.3223164907081638e-190,0.29992192,medium,UC_inflamed,CD_inflamed,10051490.5,1.3803477077092583e-32,11609,1979,1.1048407053654194e-31
HM13,CD8T,7.484649847708136e-192,1.3223164907081638e-190,0.29992192,medium,Healthy,UC_inflamed,145095517.0,1.9782787709371905e-18,23962,11609,1.0061003443945889e-17
HM13,CD8T,7.484649847708136e-192,1.3223164907081638e-190,0.29992192,medium,UC_inflamed,Colitis_inflamed,68062147.0,9.606224376604397e-13,11609,12212,3.8798305601307535e-12
MAT2B,CD8T,9.179405254146188e-192,1.6180523070998956e-190,0.3340027400000001,medium,UC_inflamed,UC_non_inflamed,45052399.0,7.122571497634779e-89,11609,6890,1.8664011384544112e-87
MAT2B,CD8T,9.179405254146188e-192,1.6180523070998956e-190,0.3340027400000001,medium,UC_inflamed,CD_inflamed,9900462.0,2.3741928555008434e-34,11609,1979,1.9913741960231803e-33
MAT2B,CD8T,9.179405254146188e-192,1.6180523070998956e-190,0.3340027400000001,medium,UC_inflamed,Colitis_inflamed,67157418.0,2.5162771290636417e-18,11609,12212,1.2748409199562712e-17
MAT2B,CD8T,9.179405254146188e-192,1.6180523070998956e-190,0.3340027400000001,medium,Healthy,UC_inflamed,143000358.5,6.940966651957532e-08,23962,11609,2.1727199348826226e-07
SLC10A3,CD8T,8.669693596701051e-191,1.5213061664549802e-189,0.2501859199999999,medium,UC_inflamed,CD_inflamed,9549095.0,6.840017717257938e-102,11609,1979,2.202288791212297e-100
SLC10A3,CD8T,8.669693596701051e-191,1.5213061664549802e-189,0.2501859199999999,medium,UC_inflamed,UC_non_inflamed,42069906.0,1.5594910501071922e-39,11609,6890,1.4989020865347535e-38
SLC10A3,CD8T,8.669693596701051e-191,1.5213061664549802e-189,0.2501859199999999,medium,UC_inflamed,Colitis_inflamed,68055682.0,3.0390537948080803e-22,11609,12212,1.7673766426672488e-21
SLC10A3,CD8T,8.669693596701051e-191,1.5213061664549802e-189,0.2501859199999999,medium,Healthy,UC_inflamed,142760722.0,1.0560113552444657e-13,23962,11609,4.445709809492124e-13
IRF2BP2,CD8T,1.7113608509355746e-188,2.956280794388376e-187,0.26327495,medium,UC_inflamed,UC_non_inflamed,44453586.0,6.3873697281115625e-83,11609,6890,1.507011272652164e-81
IRF2BP2,CD8T,1.7113608509355746e-188,2.956280794388376e-187,0.26327495,medium,UC_inflamed,CD_inflamed,10345821.5,1.5377057840031262e-21,11609,1979,8.731050504643332e-21
IRF2BP2,CD8T,1.7113608509355746e-188,2.956280794388376e-187,0.26327495,medium,UC_inflamed,Colitis_inflamed,67666296.5,4.508747166934191e-16,11609,12212,2.0935697475341698e-15
IRF2BP2,CD8T,1.7113608509355746e-188,2.956280794388376e-187,0.26327495,medium,Healthy,UC_inflamed,134623882.0,1.4394434289246266e-12,23962,11609,5.7704576150821706e-12
PTDSS1,CD8T,1.3241113474377313e-187,2.272180918169361e-186,0.28920089,medium,UC_inflamed,CD_inflamed,9453162.0,6.080877598410009e-80,11609,1979,1.3620658375854408e-78
PTDSS1,CD8T,1.3241113474377313e-187,2.272180918169361e-186,0.28920089,medium,UC_inflamed,UC_non_inflamed,42947458.0,4.401836474518294e-50,11609,6890,5.489938544266795e-49
PTDSS1,CD8T,1.3241113474377313e-187,2.272180918169361e-186,0.28920089,medium,UC_inflamed,Colitis_inflamed,67537521.5,1.0044830163651305e-21,11609,12212,5.738833934712274e-21
PTDSS1,CD8T,1.3241113474377313e-187,2.272180918169361e-186,0.28920089,medium,Healthy,UC_inflamed,144222950.0,1.1894673813539685e-17,23962,11609,5.872044930480233e-17
AKIRIN1,CD8T,2.0500216798120511e-187,3.513967701878496e-186,0.39402316,medium,UC_inflamed,UC_non_inflamed,45778096.0,1.0081507438202033e-106,11609,6890,3.504482566204269e-105
AKIRIN1,CD8T,2.0500216798120511e-187,3.513967701878496e-186,0.39402316,medium,UC_inflamed,CD_inflamed,9782848.5,8.566209099894614e-37,11609,1979,7.665655251086444e-36
AKIRIN1,CD8T,2.0500216798120511e-187,3.513967701878496e-186,0.39402316,medium,Healthy,UC_inflamed,132048296.0,3.7322276249185273e-23,23962,11609,2.241062074468248e-22
AKIRIN1,CD8T,2.0500216798120511e-187,3.513967701878496e-186,0.39402316,medium,UC_inflamed,Colitis_inflamed,73545500.0,2.599372411017886e-10,11609,12212,9.326699939722191e-10
RAB11FIP1,CD8T,2.5279759036802464e-187,4.328462706444579e-186,0.271648844,medium,UC_inflamed,UC_non_inflamed,45127310.0,2.8189222415624307e-137,11609,6890,1.4499758128509403e-135
RAB11FIP1,CD8T,2.5279759036802464e-187,4.328462706444579e-186,0.271648844,medium,UC_inflamed,Colitis_inflamed,74623823.0,2.429907349845923e-29,11609,12212,1.7727591333757e-28
RAB11FIP1,CD8T,2.5279759036802464e-187,4.328462706444579e-186,0.271648844,medium,UC_inflamed,CD_inflamed,10575552.0,2.3956280694508253e-16,11609,1979,1.1235174740391826e-15
RAB11FIP1,CD8T,2.5279759036802464e-187,4.328462706444579e-186,0.271648844,medium,Healthy,UC_inflamed,135879911.5,5.034613171598192e-08,23962,11609,1.589945391465947e-07
UBAP1,CD8T,4.161362515470418e-186,6.994238165191199e-185,0.26306021,medium,UC_inflamed,UC_non_inflamed,44872693.5,2.9214533266603396e-132,11609,6890,1.4141871303235577e-130
UBAP1,CD8T,4.161362515470418e-186,6.994238165191199e-185,0.26306021,medium,UC_inflamed,CD_inflamed,10335869.0,5.634379688779467e-26,11609,1979,3.712834897209218e-25
UBAP1,CD8T,4.161362515470418e-186,6.994238165191199e-185,0.26306021,medium,UC_inflamed,Colitis_inflamed,73143203.0,8.402637019227823e-12,11609,12212,3.249555018602058e-11
UBAP1,CD8T,4.161362515470418e-186,6.994238165191199e-185,0.26306021,medium,Healthy,UC_inflamed,135514654.5,2.9130772135134287e-10,23962,11609,1.0429519712698967e-09
PPP3CC,CD8T,1.2505306417739361e-185,2.0905376223289658e-184,0.31822043,medium,UC_inflamed,CD_inflamed,9425087.5,3.3315738138753183e-77,11609,1979,7.104739972518802e-76
PPP3CC,CD8T,1.2505306417739361e-185,2.0905376223289658e-184,0.31822043,medium,UC_inflamed,UC_non_inflamed,43025227.5,2.025057273823272e-48,11609,6890,2.432757526102029e-47
PPP3CC,CD8T,1.2505306417739361e-185,2.0905376223289658e-184,0.31822043,medium,UC_inflamed,Colitis_inflamed,67097063.0,1.9377073604710407e-25,11609,12212,1.254997870199715e-24
PPP3CC,CD8T,1.2505306417739361e-185,2.0905376223289658e-184,0.31822043,medium,Healthy,UC_inflamed,142251800.0,1.9418153342719925e-07,23962,11609,5.911037681633545e-07
CBX3,CD8T,2.0800955307818542e-185,3.458742803964224e-184,0.27079764,medium,UC_inflamed,Colitis_inflamed,63354639.0,8.018456842693158e-68,11609,12212,1.443035506219391e-66
CBX3,CD8T,2.0800955307818542e-185,3.458742803964224e-184,0.27079764,medium,Healthy,UC_inflamed,149609527.0,5.9047982858394685e-46,23962,11609,6.657107202901269e-45
CBX3,CD8T,2.0800955307818542e-185,3.458742803964224e-184,0.27079764,medium,UC_inflamed,CD_inflamed,9734914.5,1.2230161831128461e-42,11609,1979,1.2688704264016223e-41
CBX3,CD8T,2.0800955307818542e-185,3.458742803964224e-184,0.27079764,medium,UC_inflamed,UC_non_inflamed,42789908.0,8.712313513149112e-28,11609,6890,6.073052680456477e-27
CCDC85B,CD8T,1.6481055611979993e-184,2.708572638472018e-183,0.3126388,medium,UC_inflamed,Colitis_inflamed,58849111.0,4.612289886810005e-152,11609,12212,2.788323146661979e-150
CCDC85B,CD8T,1.6481055611979993e-184,2.708572638472018e-183,0.3126388,medium,Healthy,UC_inflamed,158914284.5,6.001297081394666e-140,23962,11609,3.19085141947379e-138
CCDC85B,CD8T,1.6481055611979993e-184,2.708572638472018e-183,0.3126388,medium,UC_inflamed,CD_inflamed,8838353.0,1.5323350804319997e-87,11609,1979,3.926532453517478e-86
CCDC85B,CD8T,1.6481055611979993e-184,2.708572638472018e-183,0.3126388,medium,UC_inflamed,UC_non_inflamed,35976593.0,1.1213835087208931e-44,11609,6890,1.2243157350654182e-43
NT5C,CD8T,4.5414261521556527e-184,7.424348305737532e-183,0.26254964,medium,UC_inflamed,UC_non_inflamed,43587048.0,6.71497746340116e-60,11609,6890,1.035868889349384e-58
NT5C,CD8T,4.5414261521556527e-184,7.424348305737532e-183,0.26254964,medium,UC_inflamed,Colitis_inflamed,65670526.0,3.8000010038473135e-41,11609,12212,3.798821611853569e-40
NT5C,CD8T,4.5414261521556527e-184,7.424348305737532e-183,0.26254964,medium,UC_inflamed,CD_inflamed,9985956.5,7.398722609309543e-39,11609,1979,6.982913011189064e-38
NT5C,CD8T,4.5414261521556527e-184,7.424348305737532e-183,0.26254964,medium,Healthy,UC_inflamed,143122712.0,3.980571299943984e-10,23962,11609,1.4152615136896011e-09
ARL6IP4,CD8T,6.416687726307591e-184,1.045704864579708e-182,0.32494107,medium,UC_inflamed,Colitis_inflamed,62543936.5,2.3837644814671617e-68,11609,12212,4.3413464858112223e-67
ARL6IP4,CD8T,6.416687726307591e-184,1.045704864579708e-182,0.32494107,medium,UC_inflamed,UC_non_inflamed,43857730.5,1.0462207272249079e-39,11609,6890,1.0100944075269554e-38
ARL6IP4,CD8T,6.416687726307591e-184,1.045704864579708e-182,0.32494107,medium,UC_inflamed,CD_inflamed,9919827.5,6.38123019511911e-28,11609,1979,4.468248360538838e-27
ARL6IP4,CD8T,6.416687726307591e-184,1.045704864579708e-182,0.32494107,medium,Healthy,UC_inflamed,144515556.5,1.3523728005405812e-11,23962,11609,5.177938794833003e-11
TERF2IP,CD8T,9.792358758239027e-184,1.5941549907260962e-182,0.43469047,medium,UC_inflamed,CD_inflamed,8504643.0,5.6575492046767535e-101,11609,1979,1.7971366852331189e-99
TERF2IP,CD8T,9.792358758239027e-184,1.5941549907260962e-182,0.43469047,medium,UC_inflamed,Colitis_inflamed,62775638.5,4.3265239825598254e-68,11609,12212,7.829943672224518e-67
TERF2IP,CD8T,9.792358758239027e-184,1.5941549907260962e-182,0.43469047,medium,Healthy,UC_inflamed,144251260.5,3.009932978947655e-11,23962,11609,1.1325663098047238e-10
TERF2IP,CD8T,9.792358758239027e-184,1.5941549907260962e-182,0.43469047,medium,UC_inflamed,UC_non_inflamed,41611219.0,1.5193283639899292e-08,11609,6890,4.9426892843263944e-08
TUBA4A,CD8T,2.327725027062197e-183,3.77363305482127e-182,0.5280015,high,UC_inflamed,UC_non_inflamed,47457057.5,4.769935719290947e-137,11609,6890,2.4426014231853955e-135
TUBA4A,CD8T,2.327725027062197e-183,3.77363305482127e-182,0.5280015,high,Healthy,UC_inflamed,127133374.5,2.948990943490204e-51,23962,11609,3.781028512452013e-50
TUBA4A,CD8T,2.327725027062197e-183,3.77363305482127e-182,0.5280015,high,UC_inflamed,Colitis_inflamed,76590924.5,1.8269733331205126e-34,11609,12212,1.536951814140507e-33
TUBA4A,CD8T,2.327725027062197e-183,3.77363305482127e-182,0.5280015,high,UC_inflamed,CD_inflamed,10564485.5,2.6115524958189747e-10,11609,1979,9.369567810636142e-10
RASSF1,CD8T,3.866078256810435e-180,6.1207656475185174e-179,0.28599207,medium,UC_inflamed,UC_non_inflamed,44547063.0,1.298481327628746e-86,11609,6890,3.278263329904524e-85
RASSF1,CD8T,3.866078256810435e-180,6.1207656475185174e-179,0.28599207,medium,UC_inflamed,CD_inflamed,10153234.5,1.611324305587454e-28,11609,1979,1.1483992539490176e-27
RASSF1,CD8T,3.866078256810435e-180,6.1207656475185174e-179,0.28599207,medium,Healthy,UC_inflamed,144292331.0,2.7242640086131936e-14,23962,11609,1.177485087859035e-13
RASSF1,CD8T,3.866078256810435e-180,6.1207656475185174e-179,0.28599207,medium,UC_inflamed,Colitis_inflamed,68402233.0,2.9206861190992686e-10,11609,12212,1.0456296531753635e-09
TLN1,CD8T,6.500066798445918e-180,1.0259547057404945e-178,0.27044028,medium,UC_inflamed,UC_non_inflamed,43948202.5,1.0477615012418631e-61,11609,6890,1.6761894285785442e-60
TLN1,CD8T,6.500066798445918e-180,1.0259547057404945e-178,0.27044028,medium,Healthy,UC_inflamed,147848992.5,2.9586635995659217e-35,23962,11609,2.5377757387627383e-34
TLN1,CD8T,6.500066798445918e-180,1.0259547057404945e-178,0.27044028,medium,UC_inflamed,CD_inflamed,10052275.0,9.957773419493058e-32,11609,1979,7.778152144773291e-31
TLN1,CD8T,6.500066798445918e-180,1.0259547057404945e-178,0.27044028,medium,UC_inflamed,Colitis_inflamed,67741391.0,5.328160614024082e-15,11609,12212,2.3710977255832512e-14
NME3,CD8T,1.244470526440969e-179,1.9602617299470866e-178,0.3197935899999999,medium,UC_inflamed,CD_inflamed,9127165.0,6.015901298342064e-87,11609,1979,1.52744900535707e-85
NME3,CD8T,1.244470526440969e-179,1.9602617299470866e-178,0.3197935899999999,medium,UC_inflamed,Colitis_inflamed,65277449.5,2.08274967780544e-45,11609,12212,2.316650082207952e-44
NME3,CD8T,1.244470526440969e-179,1.9602617299470866e-178,0.3197935899999999,medium,Healthy,UC_inflamed,147218385.0,3.39772136711586e-33,23962,11609,2.7651878628228274e-32
NME3,CD8T,1.244470526440969e-179,1.9602617299470866e-178,0.3197935899999999,medium,UC_inflamed,UC_non_inflamed,42285541.0,5.441070286358938e-23,11609,6890,3.2482647055569823e-22
NR1H2,CD8T,3.794658145167129e-179,5.943064414282404e-178,0.31158869,medium,UC_inflamed,UC_non_inflamed,46721850.0,4.4348347921169794e-147,11609,6890,2.5517332735635565e-145
NR1H2,CD8T,3.794658145167129e-179,5.943064414282404e-178,0.31158869,medium,Healthy,UC_inflamed,132931414.0,6.097523780517368e-18,23962,11609,3.046397409189769e-17
NR1H2,CD8T,3.794658145167129e-179,5.943064414282404e-178,0.31158869,medium,UC_inflamed,Colitis_inflamed,74424004.5,2.4795897459163878e-17,11609,12212,1.209418603167371e-16
NR1H2,CD8T,3.794658145167129e-179,5.943064414282404e-178,0.31158869,medium,UC_inflamed,CD_inflamed,10638456.5,1.898783363063788e-10,11609,1979,6.861250210267742e-10
RPL28,CD8T,5.0095603418811345e-179,7.827500968364421e-178,0.2660408000000003,medium,UC_inflamed,Colitis_inflamed,59110119.0,3.849933403575748e-109,11609,12212,1.3784610374519213e-107
RPL28,CD8T,5.0095603418811345e-179,7.827500968364421e-178,0.2660408000000003,medium,Healthy,UC_inflamed,150263392.0,8.273229246281797e-35,23962,11609,7.018930464698329e-34
RPL28,CD8T,5.0095603418811345e-179,7.827500968364421e-178,0.2660408000000003,medium,UC_inflamed,UC_non_inflamed,42507859.0,7.973254203227017e-13,11609,6890,3.2313158092295e-12
RPL28,CD8T,5.0095603418811345e-179,7.827500968364421e-178,0.2660408000000003,medium,UC_inflamed,CD_inflamed,10442726.5,9.482258260004596e-11,11609,1979,3.4806894579334916e-10
CASP3,CD8T,2.0268623360326414e-176,3.0924071382040707e-175,0.252212014,medium,UC_inflamed,UC_non_inflamed,44349965.0,1.3603331912237077e-113,11609,6890,5.186592340117853e-112
CASP3,CD8T,2.0268623360326414e-176,3.0924071382040707e-175,0.252212014,medium,UC_inflamed,CD_inflamed,10336986.0,1.1979897686037094e-27,11609,1979,8.314067578799765e-27
CASP3,CD8T,2.0268623360326414e-176,3.0924071382040707e-175,0.252212014,medium,Healthy,UC_inflamed,134656478.0,1.2459549595458482e-16,23962,11609,5.915017280829467e-16
