gene,H_statistic,p_value,FDR
CD52,1279.1304010418314,1.1141045241522952e-275,1.2037782519354624e-273
RPL26,1278.016484465319,1.9428178038480703e-275,2.0846165199483704e-273
HSPA1B,1270.9660350718468,6.561739142952868e-274,6.992098723983777e-272
PSMB10,1270.9476542963766,6.622226411715752e-274,7.008220567631513e-272
FUCA1,1267.5415375186587,3.62634613762386e-273,3.8116104879201536e-271
PLTP,1264.7887567976695,1.4331289836669544e-272,1.496167292340413e-270
TUBA1B,1254.9157668993575,1.980522449492775e-270,2.0537619038330785e-268
ETV6,1253.8338156954428,3.398979046340012e-270,3.501175016333302e-268
LILRB5,1253.613543821702,3.794055988892178e-270,3.88224894598497e-268
HERPUD1,1250.561462911193,1.7409958605952762e-269,1.7697452001353692e-267
HSP90AB1,1244.4524931498704,3.6746869925865225e-268,3.710953511271527e-266
RGS10,1244.2510106088064,4.063511777768924e-268,4.076968862227769e-266
RELB,1243.212019251288,6.825797657855e-268,6.80421932977533e-266
CTSB,1241.8033766583467,1.378937842043599e-267,1.3657672177830544e-265
MNDA,1235.9174089927599,2.6037918781386468e-266,2.5624960706446006e-264
